query_tag,tweet_volume,avg_tfidf_norm,composite_sentiment,confidence_low,confidence_high,confidence_level,total_engagement
#banknifty,307,18.325135798956403,0.06267176018866821,-0.02988174640076184,0.16446817324410676,0.95,102307
#sensex,307,18.30674890111273,-0.017309850643183973,-0.10742070195877716,0.0649953943944432,0.95,107801
#nifty50,295,17.85155079419033,-0.064255606468826,-0.14380037875477109,0.01561567846595713,0.95,101403
#intraday,264,18.071018735611176,0.0477029604444813,-0.04898042665084932,0.15778810156020334,0.95,96208
